Task_ID,Task_Name,Department_ID,Department_Name,Workstream,Owner,Vendor_ID,Priority,Critical_Path_Flag,Planned_Start_Date,Planned_End_Date,Planned_Cost
FB-017,POS menu configuration,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,VEN-KIT-01,High,False,2027-01-14,2027-01-25,41500
FB-018,Outlet furniture and equipment installation,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,VEN-KIT-02,Medium,False,2027-01-15,2027-01-27,111100
FB-019,Room service setup,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,VEN-KIT-01,High,False,2026-12-29,2027-01-18,36000
FB-020,Banquet and events menu development,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,,Medium,False,2027-01-04,2027-01-12,36200
FB-021,Outlet staffing plan,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,,Medium,False,2026-12-28,2027-01-05,28200
FB-022,Outlet SOP documentation,FB,Food & Beverage,Outlet Setup & Menu Development,F&B Director,VEN-KIT-01,Low,False,2027-01-15,2027-01-22,22000
FB-023,F&B supplier onboarding,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-04,Medium,False,2027-01-25,2027-02-01,15800
FB-024,Food supply chain and delivery schedule,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-01,Low,False,2027-02-04,2027-02-12,104000
FB-025,Beverage supplier contracts,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-02,Medium,False,2027-01-22,2027-01-31,76300
FB-026,Service sequence training,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-01,High,False,2027-01-27,2027-02-02,30400
FB-027,Table setting and mise-en-place standards,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-04,Low,False,2027-01-25,2027-02-08,150100
FB-028,Allergen and dietary requirement procedures,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,,Medium,False,2027-02-03,2027-02-15,39500
FB-029,F&B cost control system setup,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-01,Medium,False,2027-01-22,2027-02-15,18900
FB-030,Wastage and inventory tracking setup,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-03,High,False,2027-01-18,2027-01-31,17800
FB-031,F&B full service simulation,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,VEN-FB-01,High,True,2027-02-19,2027-02-25,34100
FB-032,F&B licensing and regulatory approvals,FB,Food & Beverage,Supplier & Service Readiness,F&B Operations Manager,,High,True,2027-02-01,2027-02-15,25500
SEC-001,CCTV coverage plan finalization,SEC,Security,Surveillance & Access Control,Security Systems Manager,,High,False,2027-01-06,2027-01-16,9700
SEC-002,CCTV installation in guest and back-of-house areas,SEC,Security,Surveillance & Access Control,Security Systems Manager,,Medium,False,2026-12-21,2027-01-02,20500
SEC-003,CCTV monitoring room setup,SEC,Security,Surveillance & Access Control,Security Systems Manager,,Critical,False,2026-12-22,2027-01-12,49300
SEC-004,Access control policy and procedures setup,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-02,High,False,2026-12-28,2026-12-31,17100
SEC-005,Perimeter security fencing and gates,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-03,Medium,False,2026-12-23,2027-01-01,71200
SEC-006,Vehicle screening procedure setup,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-03,High,False,2026-12-31,2027-01-24,63200
SEC-007,Baggage screening equipment installation,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-02,Medium,False,2026-12-30,2027-01-13,32600
SEC-008,Security control room setup,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-02,Medium,False,2027-01-12,2027-01-23,27300
SEC-009,Guest floor access control testing,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-03,High,False,2027-01-01,2027-01-09,32400
SEC-010,Key control and management system,SEC,Security,Surveillance & Access Control,Security Systems Manager,VEN-SEC-02,High,False,2027-01-15,2027-01-25,45800
SEC-011,Security patrol route planning,SEC,Security,Surveillance & Access Control,Security Systems Manager,,Medium,False,2026-12-25,2027-01-01,37000
SEC-012,Emergency response plan development,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,VEN-FLS-01,Critical,False,2027-01-15,2027-01-29,9500
SEC-013,Crisis management plan development,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Low,False,2027-01-15,2027-01-24,48400
SEC-014,Evacuation drill planning,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,High,False,2027-01-13,2027-01-19,12200
SEC-015,First aid and medical emergency procedure,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Medium,False,2027-01-27,2027-02-07,5300
SEC-016,Bomb threat and suspicious item procedure,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,VEN-FLS-01,Low,False,2027-01-04,2027-01-16,9900
SEC-017,Fire warden appointment and training,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,High,False,2027-01-27,2027-02-04,71100
SEC-018,Security incident reporting system,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Low,False,2027-01-06,2027-01-11,24500
SEC-019,Coordination with local police and civil defense,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Critical,False,2027-01-25,2027-02-05,66400
SEC-020,Lost child and vulnerable guest procedure,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Low,False,2027-01-22,2027-01-29,24600
SEC-021,Emergency communication system testing,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Medium,False,2027-01-05,2027-01-13,18900
SEC-022,Business continuity plan,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,Medium,False,2027-01-20,2027-02-01,11900
SEC-023,Security emergency readiness drill,SEC,Security,Emergency & Safety Procedures,Security Operations Manager,,High,True,2027-02-19,2027-02-26,26900
SEC-024,Security staffing readiness,SEC,Security,Staff Training & Licensing,Chief Security Officer,,High,False,2027-01-12,2027-01-19,7400
SEC-025,Security guard licensing verification,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Critical,True,2027-01-26,2027-02-03,60300
SEC-026,Security staff training program,SEC,Security,Staff Training & Licensing,Chief Security Officer,VEN-TRN-01,Medium,False,2027-02-03,2027-02-12,66100
SEC-027,Guest privacy and confidentiality training,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Medium,False,2027-01-19,2027-01-27,70200
SEC-028,Security SOP manual,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Medium,False,2027-01-22,2027-01-29,49300
SEC-029,Security uniform and equipment issuance,SEC,Security,Staff Training & Licensing,Chief Security Officer,,High,False,2027-02-02,2027-02-16,31700
SEC-030,Shift scheduling and roster setup,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Low,False,2027-01-13,2027-01-23,7000
SEC-031,VIP and event security protocol,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Medium,False,2027-01-11,2027-01-25,18800
SEC-032,Security staff background checks,SEC,Security,Staff Training & Licensing,Chief Security Officer,,Medium,False,2027-01-26,2027-02-05,20300
SEC-033,Security equipment maintenance schedule,SEC,Security,Staff Training & Licensing,Chief Security Officer,,High,False,2027-02-05,2027-02-14,9500
FIN-001,Accounting system (ERP) installation,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-16,2027-01-08,3700
FIN-002,Chart of accounts setup,FIN,Finance,Systems & Controls Setup,Financial Controller,,High,False,2026-12-22,2026-12-25,22400
FIN-003,PMS-to-accounting system interface,FIN,Finance,Systems & Controls Setup,Financial Controller,,High,False,2026-12-17,2026-12-27,4100
FIN-004,Cash handling and float procedures,FIN,Finance,Systems & Controls Setup,Financial Controller,VEN-IT-02,Low,False,2026-12-25,2027-01-05,22000
FIN-005,Petty cash policy setup,FIN,Finance,Systems & Controls Setup,Financial Controller,,High,False,2026-12-17,2026-12-23,29000
FIN-006,Bank account opening and setup,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-17,2027-01-06,6200
FIN-007,Credit card merchant account setup,FIN,Finance,Systems & Controls Setup,Financial Controller,VEN-IT-04,High,False,2026-12-10,2026-12-25,32700
FIN-008,Internal control policy documentation,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-08,2026-12-11,3100
FIN-009,Segregation of duties matrix,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-15,2026-12-20,14300
FIN-010,Purchase approval workflow setup,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-15,2027-01-07,7700
FIN-011,Finance staffing readiness,FIN,Finance,Systems & Controls Setup,Financial Controller,,Medium,False,2026-12-25,2027-01-04,8200
FIN-012,Pre-opening budget finalization,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2027-01-06,2027-01-15,12900
FIN-013,Operating budget development,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2027-01-08,2027-01-18,4900
FIN-014,Capex tracking and reporting,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2027-01-01,2027-01-06,5200
FIN-015,Cash flow forecasting model,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2026-12-16,2026-12-25,10500
FIN-016,Departmental budget allocation,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,VEN-PRO-01,Medium,False,2026-12-22,2026-12-30,30600
FIN-017,Management reporting templates,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2026-12-22,2026-12-29,6500
FIN-018,KPI and dashboard reporting setup,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2027-01-04,2027-01-09,9100
FIN-019,Owner reporting requirements alignment,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2026-12-14,2026-12-21,4700
FIN-020,Cost center structure setup,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Low,False,2026-12-16,2026-12-29,3600
FIN-021,Financial policy and procedure manual,FIN,Finance,Budgeting & Reporting Readiness,Finance Manager,,Medium,False,2027-01-05,2027-01-11,22800
FIN-022,External audit firm engagement,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,High,False,2027-01-20,2027-01-29,6000
FIN-023,VAT and tax registration compliance,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,High,False,2027-01-25,2027-02-06,4800
FIN-024,Insurance policy procurement,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,Critical,False,2027-02-04,2027-02-11,18000
FIN-025,Statutory compliance checklist,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,VEN-PRO-01,Medium,False,2027-01-15,2027-01-20,21600
FIN-026,Anti-money laundering policy setup,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,VEN-PRO-01,Critical,False,2027-02-03,2027-02-06,7000
FIN-027,Owner-operator agreement financial terms review,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,VEN-PRO-01,High,False,2027-01-13,2027-01-22,6700
FIN-028,Payroll compliance review,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,High,False,2027-01-12,2027-01-22,16400
FIN-029,Financial systems access control setup,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,High,False,2027-01-19,2027-02-10,27000
FIN-030,Pre-opening cost audit,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,Low,False,2027-01-25,2027-02-01,19600
FIN-031,Year-end closing procedure documentation,FIN,Finance,Audit & Compliance,Compliance & Audit Manager,,High,False,2027-02-04,2027-02-08,23300
PRC-001,Vendor database creation,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Low,False,2026-12-10,2026-12-24,16800
PRC-002,Vendor prequalification process,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,High,False,2026-12-10,2026-12-22,35500
PRC-003,Master supply agreements negotiation,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Low,False,2026-12-07,2026-12-18,14400
PRC-004,Vendor code of conduct sign-off,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,High,False,2026-12-09,2026-12-21,24100
PRC-005,Procurement policy and approval matrix,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,VEN-PRO-01,Critical,False,2026-12-17,2026-12-22,26900
PRC-006,Local vendor sourcing strategy,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Medium,False,2026-12-10,2026-12-21,15900
PRC-007,Vendor performance evaluation criteria,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Low,False,2026-12-17,2026-12-25,89700
PRC-008,Purchase order system setup,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Low,False,2026-12-10,2027-01-02,10500
PRC-009,Vendor payment terms negotiation,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Medium,False,2026-12-07,2026-12-19,7500
PRC-010,Emergency and backup vendor list,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Low,False,2026-12-14,2026-12-26,17500
PRC-011,Procurement staffing readiness,PRC,Procurement,Vendor Onboarding & Contracts,Procurement Manager,,Critical,False,2026-12-17,2026-12-30,53400
PRC-012,FF&E specification and budget approval,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-01,Low,False,2026-12-07,2026-12-17,42100
PRC-013,Guest room furniture procurement,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-04,Medium,False,2026-12-25,2027-01-08,12800
PRC-014,Public area furniture procurement,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,,Medium,False,2026-12-16,2027-01-10,13200
PRC-015,Lighting fixtures procurement,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,,Low,False,2026-12-07,2026-12-24,60900
PRC-016,Artwork and decor procurement,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-04,Medium,False,2026-12-08,2026-12-31,42100
PRC-017,FF&E delivery and logistics coordination,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-04,Medium,False,2026-12-29,2027-01-10,7400
PRC-018,FF&E installation supervision,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,,Medium,False,2026-12-23,2027-01-14,15200
PRC-019,FF&E quality inspection,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-03,Low,False,2026-12-07,2026-12-17,16200
PRC-020,FF&E warranty documentation,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-02,High,False,2026-12-14,2026-12-19,29200
PRC-021,FF&E storage and staging area setup,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,VEN-FFE-03,Low,False,2026-12-16,2027-01-02,9800
PRC-022,Damaged or defective FF&E replacement process,PRC,Procurement,FF&E Procurement,FF&E Procurement Lead,,Medium,False,2026-12-07,2026-12-17,66700
PRC-023,OS&E budget and specification list,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-02,High,False,2026-12-17,2026-12-27,15100
PRC-024,Guest amenities procurement,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-02,Medium,False,2026-12-15,2027-01-01,82000
PRC-025,Kitchen smallwares procurement,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-02,Medium,False,2027-01-05,2027-01-26,89100
PRC-026,Linen and uniform procurement,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-01,Medium,False,2026-12-15,2026-12-25,109900
PRC-027,Cleaning supplies procurement,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-03,Low,False,2026-12-14,2027-01-05,9900
PRC-028,Office supplies procurement,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-03,High,False,2026-12-21,2027-01-12,128400
PRC-029,OS&E par level setup,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-02,Medium,False,2027-01-05,2027-01-20,8200
PRC-030,OS&E storage and inventory system,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-01,Low,False,2026-12-29,2027-01-10,105600
PRC-031,OS&E delivery schedule coordination,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-03,Medium,False,2026-12-29,2027-01-10,79400
PRC-032,OS&E tracker setup and handover,PRC,Procurement,OS&E (Operating Supplies),OS&E Procurement Lead,VEN-OSE-03,Medium,False,2026-12-22,2027-01-15,29900
SM-001,Brand guidelines finalization,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,VEN-MKT-02,Medium,False,2026-12-15,2026-12-28,23700
SM-002,Hotel website development,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,VEN-MKT-02,Medium,False,2026-12-28,2027-01-11,90200
SM-003,Website booking engine integration,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Medium,False,2026-12-25,2027-01-06,64100
SM-004,Social media account setup,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Low,False,2026-12-21,2027-01-05,6800
SM-005,Photography and videography shoot,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Medium,False,2026-12-07,2026-12-15,87000
SM-006,Digital marketing strategy development,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Medium,False,2026-12-29,2027-01-08,18000
SM-007,SEO and online listing setup,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,VEN-MKT-01,High,False,2026-12-17,2027-01-09,7000
SM-008,OTA account setup,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,High,False,2026-12-23,2027-01-16,43200
SM-009,Email marketing platform setup,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Critical,False,2026-12-23,2027-01-05,33600
SM-010,Brand collateral design,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,VEN-MKT-02,High,False,2026-12-31,2027-01-12,63100
SM-011,CRM system setup,SM,Sales & Marketing,Brand & Digital Presence,Digital Marketing Manager,,Medium,False,2026-12-15,2027-01-08,5500
SM-012,Sales & Marketing staffing readiness,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Medium,False,2027-01-04,2027-01-14,21700
SM-013,Corporate account outreach plan,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Low,False,2026-12-30,2027-01-07,15300
SM-014,Travel agency and DMC partnerships,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,High,False,2027-01-14,2027-01-25,19000
SM-015,Pre-opening rate strategy,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Low,False,2026-12-25,2027-01-03,87800
SM-016,Group and MICE sales plan,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,VEN-MKT-02,Medium,False,2026-12-30,2027-01-12,130400
SM-017,Sales collateral and presentation kit,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Medium,False,2027-01-15,2027-01-29,48200
SM-018,Trade show and roadshow planning,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,VEN-MKT-01,Low,False,2027-01-22,2027-02-04,19000
SM-019,Loyalty program partnership setup,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Low,False,2027-01-07,2027-01-13,24500
SM-020,Wedding and events sales plan,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,High,False,2026-12-30,2027-01-11,55100
SM-021,Sales CRM and pipeline tracking setup,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Medium,False,2027-01-18,2027-02-07,6100
SM-022,Pre-opening sales target setting,SM,Sales & Marketing,Pre-Opening Sales & Partnerships,Director of Sales,,Low,False,2027-01-07,2027-01-15,17000
SM-023,PR agency appointment,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,Medium,False,2027-02-10,2027-02-21,8900
SM-024,Media and influencer familiarization trip planning,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,,High,False,2027-01-25,2027-02-07,67200
SM-025,Grand opening event planning,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,,Low,False,2027-02-15,2027-02-27,48000
SM-026,Press release and media kit preparation,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,Low,False,2027-01-26,2027-02-06,15400
SM-027,Local community engagement plan,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,Low,False,2027-02-18,2027-02-27,41400
SM-028,Crisis communication plan,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,Low,False,2027-02-18,2027-02-27,13600
SM-029,Launch campaign budget and timeline,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,,Low,False,2027-01-27,2027-02-10,6100
SM-030,Soft opening guest list and invitations,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,High,False,2027-01-28,2027-02-05,111500
SM-031,Opening ceremony logistics coordination,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,VEN-PR-01,High,False,2027-01-26,2027-02-09,88500
SM-032,Post-launch marketing plan,SM,Sales & Marketing,Launch & PR Readiness,PR & Communications Manager,,Medium,False,2027-02-16,2027-02-27,7200
