Task_ID,Snapshot_Date,Status,Progress_Percentage,Blocked_Flag,Delay_Days,Forecast_End_Date,Delay_Reason,Risk_Level,Open_Issues,Actual_End_Date,Actual_Cost
FB-013,2027-01-11,In Progress,63.3,False,0.0,2027-01-19,,Low,0,,7800.0
FB-013,2027-01-18,In Progress,98.7,False,0.0,2027-01-19,,Low,0,,12162.0
FB-013,2027-01-25,Completed,100.0,False,0.0,2027-01-20,,Low,1,2027-01-20,12322.0
FB-013,2027-02-01,Completed,100.0,False,0.0,2027-01-20,,Low,2,2027-01-20,12322.0
FB-013,2027-02-08,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,12322.0
FB-013,2027-02-15,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,12322.0
FB-013,2027-02-22,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,12322.0
FB-014,2026-12-07,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-014,2026-12-14,Not Started,0.0,False,0.0,2027-01-18,,Low,1,,0.0
FB-014,2026-12-21,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-014,2026-12-28,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-014,2027-01-04,Not Started,0.0,False,0.0,2027-01-18,,Low,1,,0.0
FB-014,2027-01-11,In Progress,41.2,False,0.0,2027-01-17,,Low,0,,53382.0
FB-014,2027-01-18,Completed,100.0,False,0.0,2027-01-17,,Low,0,2027-01-17,129569.0
FB-014,2027-01-25,Completed,100.0,False,0.0,2027-01-17,,Low,0,2027-01-17,129569.0
FB-014,2027-02-01,Completed,100.0,False,0.0,2027-01-17,,Low,0,2027-01-17,129569.0
FB-014,2027-02-08,Completed,100.0,False,0.0,2027-01-17,,Low,0,2027-01-17,129569.0
FB-014,2027-02-15,Completed,100.0,False,0.0,2027-01-17,,Low,1,2027-01-17,129569.0
FB-014,2027-02-22,Completed,100.0,False,0.0,2027-01-17,,Low,0,2027-01-17,129569.0
FB-015,2026-12-07,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FB-015,2026-12-14,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FB-015,2026-12-21,Not Started,0.0,False,0.0,2027-01-05,,Low,1,,0.0
FB-015,2026-12-28,Not Started,0.0,False,0.0,2027-01-05,,Low,2,,0.0
FB-015,2027-01-04,In Progress,93.6,False,0.0,2027-01-05,,Low,0,,76125.0
FB-015,2027-01-11,Completed,100.0,False,0.0,2027-01-05,,Low,0,2027-01-05,81330.0
FB-015,2027-01-18,Completed,100.0,False,0.0,2027-01-05,,Low,0,2027-01-05,81330.0
FB-015,2027-01-25,Completed,100.0,False,0.0,2027-01-05,,Low,0,2027-01-05,81330.0
FB-015,2027-02-01,Completed,100.0,False,0.0,2027-01-05,,Low,1,2027-01-05,81330.0
FB-015,2027-02-08,Completed,100.0,False,0.0,2027-01-05,,Low,0,2027-01-05,81330.0
FB-015,2027-02-15,Completed,100.0,False,0.0,2027-01-05,,Low,0,2027-01-05,81330.0
FB-015,2027-02-22,Completed,100.0,False,0.0,2027-01-05,,Low,1,2027-01-05,81330.0
FB-016,2026-12-07,Not Started,0.0,False,0.0,2027-01-24,,Low,0,,0.0
FB-016,2026-12-14,Not Started,0.0,False,0.0,2027-01-24,,Low,2,,0.0
FB-016,2026-12-21,Not Started,0.0,False,0.0,2027-01-24,,Low,0,,0.0
FB-016,2026-12-28,Not Started,0.0,False,0.0,2027-01-24,,Low,0,,0.0
FB-016,2027-01-04,Not Started,0.0,False,0.0,2027-01-24,,Low,1,,0.0
FB-016,2027-01-11,Not Started,0.0,False,0.0,2027-01-24,,Low,0,,0.0
FB-016,2027-01-18,In Progress,13.6,False,7.0,2027-01-31,Scope Change,Medium,2,,3037.0
FB-016,2027-01-25,In Progress,70.1,False,7.0,2027-01-31,Scope Change,Medium,0,,15657.0
FB-016,2027-02-01,Completed,100.0,False,2.0,2027-01-26,Scope Change,Medium,1,2027-01-26,22335.0
FB-016,2027-02-08,Completed,100.0,False,2.0,2027-01-26,Scope Change,Medium,0,2027-01-26,22335.0
FB-016,2027-02-15,Completed,100.0,False,2.0,2027-01-26,Scope Change,Medium,0,2027-01-26,22335.0
FB-016,2027-02-22,Completed,100.0,False,2.0,2027-01-26,Scope Change,Medium,1,2027-01-26,22335.0
FB-017,2026-12-07,Not Started,0.0,False,0.0,2027-01-25,,Low,2,,0.0
FB-017,2026-12-14,Not Started,0.0,False,0.0,2027-01-25,,Low,0,,0.0
FB-017,2026-12-21,Not Started,0.0,False,0.0,2027-01-25,,Low,0,,0.0
FB-017,2026-12-28,Not Started,0.0,False,0.0,2027-01-25,,Low,1,,0.0
FB-017,2027-01-04,Not Started,0.0,False,0.0,2027-01-25,,Low,0,,0.0
FB-017,2027-01-11,Not Started,0.0,False,0.0,2027-01-25,,Low,0,,0.0
FB-017,2027-01-18,In Progress,8.7,False,11.0,2027-02-05,Vendor Delay,High,1,,5204.0
FB-017,2027-01-25,In Progress,49.8,False,11.0,2027-02-05,Vendor Delay,High,1,,29787.0
FB-017,2027-02-01,In Progress,91.1,False,11.0,2027-02-05,Vendor Delay,High,3,,54489.0
FB-017,2027-02-08,Completed,100.0,False,12.0,2027-02-06,Vendor Delay,High,2,2027-02-06,59813.0
FB-017,2027-02-15,Completed,100.0,False,12.0,2027-02-06,Vendor Delay,High,1,2027-02-06,59813.0
FB-017,2027-02-22,Completed,100.0,False,12.0,2027-02-06,Vendor Delay,High,2,2027-02-06,59813.0
FB-018,2026-12-07,Not Started,0.0,False,0.0,2027-01-27,,Low,1,,0.0
FB-018,2026-12-14,Not Started,0.0,False,0.0,2027-01-27,,Low,1,,0.0
FB-018,2026-12-21,Not Started,0.0,False,0.0,2027-01-27,,Low,0,,0.0
FB-018,2026-12-28,Not Started,0.0,False,0.0,2027-01-27,,Low,1,,0.0
FB-018,2027-01-04,Not Started,0.0,False,0.0,2027-01-27,,Low,0,,0.0
FB-018,2027-01-11,Not Started,0.0,False,0.0,2027-01-27,,Low,0,,0.0
FB-018,2027-01-18,In Progress,18.3,False,0.0,2027-01-26,,Low,0,,19428.0
FB-018,2027-01-25,In Progress,97.7,False,0.0,2027-01-26,,Low,0,,103725.0
FB-018,2027-02-01,Completed,100.0,False,0.0,2027-01-27,,Low,1,2027-01-27,106166.0
FB-018,2027-02-08,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,106166.0
FB-018,2027-02-15,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,106166.0
FB-018,2027-02-22,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,106166.0
FB-019,2026-12-07,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-019,2026-12-14,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-019,2026-12-21,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-019,2026-12-28,Not Started,0.0,False,0.0,2027-01-18,,Low,0,,0.0
FB-019,2027-01-04,In Progress,25.1,False,0.0,2027-01-16,,Low,0,,9720.0
FB-019,2027-01-11,In Progress,79.5,False,0.0,2027-01-16,,Low,0,,30788.0
FB-019,2027-01-18,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-019,2027-01-25,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-019,2027-02-01,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-019,2027-02-08,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-019,2027-02-15,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-019,2027-02-22,Completed,100.0,False,0.0,2027-01-15,,Low,0,2027-01-15,38727.0
FB-020,2026-12-07,Not Started,0.0,False,0.0,2027-01-12,,Low,0,,0.0
FB-020,2026-12-14,Not Started,0.0,False,0.0,2027-01-12,,Low,1,,0.0
FB-020,2026-12-21,Not Started,0.0,False,0.0,2027-01-12,,Low,1,,0.0
FB-020,2026-12-28,Not Started,0.0,False,0.0,2027-01-12,,Low,1,,0.0
FB-020,2027-01-04,In Progress,0.0,False,0.0,2027-01-12,,Low,0,,0.0
FB-020,2027-01-11,In Progress,90.6,False,0.0,2027-01-12,,Low,0,,34622.0
FB-020,2027-01-18,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,1,2027-01-15,38214.0
FB-020,2027-01-25,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,1,2027-01-15,38214.0
FB-020,2027-02-01,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,0,2027-01-15,38214.0
FB-020,2027-02-08,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,1,2027-01-15,38214.0
FB-020,2027-02-15,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,1,2027-01-15,38214.0
FB-020,2027-02-22,Completed,100.0,False,3.0,2027-01-15,Scope Change,Medium,1,2027-01-15,38214.0
FB-021,2026-12-07,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FB-021,2026-12-14,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FB-021,2026-12-21,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FB-021,2026-12-28,In Progress,0.0,False,0.0,2027-01-04,,Low,0,,0.0
FB-021,2027-01-04,In Progress,99.8,False,0.0,2027-01-04,,Low,1,,29009.0
FB-021,2027-01-11,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,0,2027-01-11,29068.0
FB-021,2027-01-18,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,3,2027-01-11,29068.0
FB-021,2027-01-25,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,2,2027-01-11,29068.0
FB-021,2027-02-01,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,0,2027-01-11,29068.0
FB-021,2027-02-08,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,1,2027-01-11,29068.0
FB-021,2027-02-15,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,0,2027-01-11,29068.0
FB-021,2027-02-22,Completed,100.0,False,6.0,2027-01-11,Scope Change,Medium,2,2027-01-11,29068.0
FB-022,2026-12-07,Not Started,0.0,False,0.0,2027-01-22,,Low,0,,0.0
FB-022,2026-12-14,Not Started,0.0,False,0.0,2027-01-22,,Low,0,,0.0
FB-022,2026-12-21,Not Started,0.0,False,0.0,2027-01-22,,Low,1,,0.0
FB-022,2026-12-28,Not Started,0.0,False,0.0,2027-01-22,,Low,0,,0.0
FB-022,2027-01-04,Not Started,0.0,False,0.0,2027-01-22,,Low,0,,0.0
FB-022,2027-01-11,Not Started,0.0,False,0.0,2027-01-22,,Low,3,,0.0
FB-022,2027-01-18,In Progress,37.8,False,0.0,2027-01-22,,Low,0,,8097.0
FB-022,2027-01-25,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,21421.0
FB-022,2027-02-01,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,21421.0
FB-022,2027-02-08,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,21421.0
FB-022,2027-02-15,Completed,100.0,False,0.0,2027-01-20,,Low,1,2027-01-20,21421.0
FB-022,2027-02-22,Completed,100.0,False,0.0,2027-01-20,,Low,0,2027-01-20,21421.0
FB-023,2026-12-07,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2026-12-14,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2026-12-21,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2026-12-28,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2027-01-04,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2027-01-11,Not Started,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2027-01-18,Not Started,0.0,False,0.0,2027-02-01,,Low,1,,0.0
FB-023,2027-01-25,In Progress,0.0,False,0.0,2027-02-01,,Low,0,,0.0
FB-023,2027-02-01,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,17126.0
FB-023,2027-02-08,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,17126.0
FB-023,2027-02-15,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,17126.0
FB-023,2027-02-22,Completed,100.0,False,0.0,2027-01-27,,Low,0,2027-01-27,17126.0
FB-024,2026-12-07,Not Started,0.0,False,0.0,2027-02-12,,Low,1,,0.0
FB-024,2026-12-14,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2026-12-21,Not Started,0.0,False,0.0,2027-02-12,,Low,1,,0.0
FB-024,2026-12-28,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2027-01-04,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2027-01-11,Not Started,0.0,False,0.0,2027-02-12,,Low,1,,0.0
FB-024,2027-01-18,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2027-01-25,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2027-02-01,Not Started,0.0,False,0.0,2027-02-12,,Low,0,,0.0
FB-024,2027-02-08,On Hold,3.7,True,19.0,2027-03-03,Design/Technical Issue,Critical,4,,4430.0
FB-024,2027-02-15,On Hold,3.7,True,19.0,2027-03-03,Design/Technical Issue,Critical,7,,4430.0
FB-024,2027-02-22,On Hold,3.7,True,19.0,2027-03-03,Design/Technical Issue,Critical,3,,4430.0
FB-025,2026-12-07,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-025,2026-12-14,Not Started,0.0,False,0.0,2027-01-31,,Low,2,,0.0
FB-025,2026-12-21,Not Started,0.0,False,0.0,2027-01-31,,Low,1,,0.0
FB-025,2026-12-28,Not Started,0.0,False,0.0,2027-01-31,,Low,1,,0.0
FB-025,2027-01-04,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-025,2027-01-11,Not Started,0.0,False,0.0,2027-01-31,,Low,1,,0.0
FB-025,2027-01-18,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-025,2027-01-25,In Progress,20.6,False,1.0,2027-02-01,Resource Shortage,Medium,0,,16530.0
FB-025,2027-02-01,In Progress,99.8,False,1.0,2027-02-01,Resource Shortage,Medium,2,,80084.0
FB-025,2027-02-08,Completed,100.0,False,5.0,2027-02-05,Resource Shortage,Medium,2,2027-02-05,80245.0
FB-025,2027-02-15,Completed,100.0,False,5.0,2027-02-05,Resource Shortage,Medium,0,2027-02-05,80245.0
FB-025,2027-02-22,Completed,100.0,False,5.0,2027-02-05,Resource Shortage,Medium,1,2027-02-05,80245.0
FB-026,2026-12-07,Not Started,0.0,False,0.0,2027-02-02,,Low,0,,0.0
FB-026,2026-12-14,Not Started,0.0,False,0.0,2027-02-02,,Low,1,,0.0
FB-026,2026-12-21,Not Started,0.0,False,0.0,2027-02-02,,Low,0,,0.0
FB-026,2026-12-28,Not Started,0.0,False,0.0,2027-02-02,,Low,1,,0.0
FB-026,2027-01-04,Not Started,0.0,False,0.0,2027-02-02,,Low,1,,0.0
FB-026,2027-01-11,Not Started,0.0,False,0.0,2027-02-02,,Low,1,,0.0
FB-026,2027-01-18,Not Started,0.0,False,0.0,2027-02-02,,Low,0,,0.0
FB-026,2027-01-25,Not Started,0.0,False,0.0,2027-02-02,,Low,0,,0.0
FB-026,2027-02-01,In Progress,83.4,False,0.0,2027-02-02,,Low,1,,26055.0
FB-026,2027-02-08,Completed,100.0,False,3.0,2027-02-05,Design/Technical Issue,Medium,1,2027-02-05,31241.0
FB-026,2027-02-15,Completed,100.0,False,3.0,2027-02-05,Design/Technical Issue,Medium,1,2027-02-05,31241.0
FB-026,2027-02-22,Completed,100.0,False,3.0,2027-02-05,Design/Technical Issue,Medium,0,2027-02-05,31241.0
FB-027,2026-12-07,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2026-12-14,Not Started,0.0,False,0.0,2027-02-08,,Low,1,,0.0
FB-027,2026-12-21,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2026-12-28,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2027-01-04,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2027-01-11,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2027-01-18,Not Started,0.0,False,0.0,2027-02-08,,Low,0,,0.0
FB-027,2027-01-25,In Progress,0.0,False,0.0,2027-02-07,,Low,1,,0.0
FB-027,2027-02-01,In Progress,19.7,False,0.0,2027-02-07,,Low,0,,30299.0
FB-027,2027-02-08,Completed,100.0,False,0.0,2027-02-02,,Low,0,2027-02-02,153800.0
FB-027,2027-02-15,Completed,100.0,False,0.0,2027-02-02,,Low,1,2027-02-02,153800.0
FB-027,2027-02-22,Completed,100.0,False,0.0,2027-02-02,,Low,0,2027-02-02,153800.0
FB-028,2026-12-07,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2026-12-14,Not Started,0.0,False,0.0,2027-02-15,,Low,1,,0.0
FB-028,2026-12-21,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2026-12-28,Not Started,0.0,False,0.0,2027-02-15,,Low,1,,0.0
FB-028,2027-01-04,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2027-01-11,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2027-01-18,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2027-01-25,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2027-02-01,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-028,2027-02-08,In Progress,12.9,False,10.0,2027-02-25,Design/Technical Issue,High,1,,7286.0
FB-028,2027-02-15,In Progress,55.8,False,10.0,2027-02-25,Design/Technical Issue,High,0,,31518.0
FB-028,2027-02-22,In Progress,94.2,False,10.0,2027-02-25,Design/Technical Issue,High,2,,53208.0
FB-029,2026-12-07,Not Started,0.0,False,0.0,2027-02-15,,Low,1,,0.0
FB-029,2026-12-14,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-029,2026-12-21,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-029,2026-12-28,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-029,2027-01-04,Not Started,0.0,False,0.0,2027-02-15,,Low,2,,0.0
FB-029,2027-01-11,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-029,2027-01-18,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-029,2027-01-25,In Progress,5.0,False,0.0,2027-02-13,,Low,1,,1030.0
FB-029,2027-02-01,In Progress,42.4,False,0.0,2027-02-13,,Low,0,,8738.0
FB-029,2027-02-08,In Progress,85.9,False,0.0,2027-02-13,,Low,0,,17703.0
FB-029,2027-02-15,Completed,100.0,False,0.0,2027-02-14,,Low,1,2027-02-14,20609.0
FB-029,2027-02-22,Completed,100.0,False,0.0,2027-02-14,,Low,0,2027-02-14,20609.0
FB-030,2026-12-07,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2026-12-14,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2026-12-21,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2026-12-28,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2027-01-04,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2027-01-11,Not Started,0.0,False,0.0,2027-01-31,,Low,0,,0.0
FB-030,2027-01-18,In Progress,0.0,False,7.0,2027-02-07,Scope Change,Medium,2,,0.0
FB-030,2027-01-25,In Progress,26.1,False,7.0,2027-02-07,Scope Change,Medium,1,,5856.0
FB-030,2027-02-01,In Progress,74.3,False,7.0,2027-02-07,Scope Change,Medium,0,,16672.0
FB-030,2027-02-08,Completed,100.0,False,8.0,2027-02-08,Scope Change,High,5,2027-02-08,22438.0
FB-030,2027-02-15,Completed,100.0,False,8.0,2027-02-08,Scope Change,High,2,2027-02-08,22438.0
FB-030,2027-02-22,Completed,100.0,False,8.0,2027-02-08,Scope Change,High,2,2027-02-08,22438.0
FB-031,2026-12-07,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2026-12-14,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2026-12-21,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2026-12-28,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-01-04,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-01-11,Not Started,0.0,False,0.0,2027-02-25,,Low,1,,0.0
FB-031,2027-01-18,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-01-25,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-02-01,Not Started,0.0,False,0.0,2027-02-25,,Low,1,,0.0
FB-031,2027-02-08,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-02-15,Not Started,0.0,False,0.0,2027-02-25,,Low,0,,0.0
FB-031,2027-02-22,On Hold,5.6,True,15.0,2027-03-12,Vendor Delay,Critical,3,,2446.0
FB-032,2026-12-07,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2026-12-14,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2026-12-21,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2026-12-28,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2027-01-04,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2027-01-11,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2027-01-18,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2027-01-25,Not Started,0.0,False,0.0,2027-02-15,,Low,0,,0.0
FB-032,2027-02-01,In Progress,0.0,False,0.0,2027-02-15,,Low,1,,0.0
FB-032,2027-02-08,In Progress,45.5,False,0.0,2027-02-15,,Low,0,,12139.0
FB-032,2027-02-15,In Progress,99.0,False,0.0,2027-02-15,,Low,0,,26412.0
FB-032,2027-02-22,Completed,100.0,False,1.0,2027-02-16,Scope Change,High,1,2027-02-16,26679.0
FIN-001,2026-12-07,Not Started,0.0,False,0.0,2027-01-08,,Low,0,,0.0
FIN-001,2026-12-14,Not Started,0.0,False,0.0,2027-01-08,,Low,0,,0.0
FIN-001,2026-12-21,In Progress,1.8,False,1.0,2027-01-09,Design/Technical Issue,Medium,1,,68.0
FIN-001,2026-12-28,In Progress,25.2,False,1.0,2027-01-09,Design/Technical Issue,Medium,1,,946.0
FIN-001,2027-01-04,In Progress,76.6,False,1.0,2027-01-09,Design/Technical Issue,Medium,1,,2875.0
FIN-001,2027-01-11,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,1,2027-01-09,3753.0
FIN-001,2027-01-18,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,2,2027-01-09,3753.0
FIN-001,2027-01-25,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,0,2027-01-09,3753.0
FIN-001,2027-02-01,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,0,2027-01-09,3753.0
FIN-001,2027-02-08,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,0,2027-01-09,3753.0
FIN-001,2027-02-15,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,1,2027-01-09,3753.0
FIN-001,2027-02-22,Completed,100.0,False,1.0,2027-01-09,Design/Technical Issue,Medium,0,2027-01-09,3753.0
FIN-002,2026-12-07,Not Started,0.0,False,0.0,2026-12-25,,Low,1,,0.0
FIN-002,2026-12-14,Not Started,0.0,False,0.0,2026-12-25,,Low,1,,0.0
FIN-002,2026-12-21,Not Started,0.0,False,0.0,2026-12-25,,Low,1,,0.0
FIN-002,2026-12-28,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,3,2026-12-27,24607.0
FIN-002,2027-01-04,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,0,2026-12-27,24607.0
FIN-002,2027-01-11,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,1,2026-12-27,24607.0
FIN-002,2027-01-18,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,0,2026-12-27,24607.0
FIN-002,2027-01-25,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,0,2026-12-27,24607.0
FIN-002,2027-02-01,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,2,2026-12-27,24607.0
FIN-002,2027-02-08,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,2,2026-12-27,24607.0
FIN-002,2027-02-15,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,2,2026-12-27,24607.0
FIN-002,2027-02-22,Completed,100.0,False,2.0,2026-12-27,Scope Change,Medium,0,2026-12-27,24607.0
FIN-003,2026-12-07,Not Started,0.0,False,0.0,2026-12-27,,Low,0,,0.0
FIN-003,2026-12-14,Not Started,0.0,False,0.0,2026-12-27,,Low,1,,0.0
FIN-003,2026-12-21,In Progress,9.1,False,11.0,2027-01-07,Scope Change,High,0,,542.0
FIN-003,2026-12-28,In Progress,51.8,False,11.0,2027-01-07,Scope Change,High,1,,3084.0
FIN-003,2027-01-04,In Progress,93.0,False,11.0,2027-01-07,Scope Change,High,1,,5536.0
FIN-003,2027-01-11,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,1,2027-01-11,5953.0
FIN-003,2027-01-18,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,0,2027-01-11,5953.0
FIN-003,2027-01-25,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,2,2027-01-11,5953.0
FIN-003,2027-02-01,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,3,2027-01-11,5953.0
FIN-003,2027-02-08,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,0,2027-01-11,5953.0
FIN-003,2027-02-15,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,3,2027-01-11,5953.0
FIN-003,2027-02-22,Completed,100.0,False,15.0,2027-01-11,Scope Change,High,0,2027-01-11,5953.0
FIN-004,2026-12-07,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FIN-004,2026-12-14,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FIN-004,2026-12-21,Not Started,0.0,False,0.0,2027-01-05,,Low,0,,0.0
FIN-004,2026-12-28,In Progress,15.0,False,1.0,2027-01-06,Vendor Delay,Medium,1,,3658.0
FIN-004,2027-01-04,In Progress,91.0,False,1.0,2027-01-06,Vendor Delay,Medium,1,,22194.0
FIN-004,2027-01-11,Completed,100.0,False,4.0,2027-01-09,Vendor Delay,Medium,1,2027-01-09,24389.0
FIN-004,2027-01-18,Completed,100.0,False,4.0,2027-01-09,Vendor Delay,Medium,0,2027-01-09,24389.0
FIN-004,2027-01-25,Completed,100.0,False,4.0,2027-01-09,Vendor Delay,Medium,2,2027-01-09,24389.0
FIN-004,2027-02-01,Completed,100.0,False,4.0,2027-01-09,Vendor Delay,Medium,0,2027-01-09,24389.0
FIN-004,2027-02-08,Completed,100.0,False,4.0,2027-01-09,Vendor Delay,Medium,0,2027-01-09,24389.0
